Provider_ID,SSPS,License_ID,License_Cert,Authority,Name,License_Starts,License_Expires,Phone,Email,Capacity,Ages,AgeFromMonths,AgeToMonths,EarlyAchieversStatus,Addr1,Addr2,Addr3,City,State,Zip,County,ServiceArea,Latitude,Longitude
320426,637189,894758,Licensed,DEL,Bellevue Children's Academy,11/27/2007,,4256490791,bca1@bcacademy.com,90,4 years to 13 years,48,156,Not Enrolled,14600 NE 24TH ST,,,BELLEVUE,WA,98007,King,Region 2 Northwest,47.6315205,-122.1453376
705769,637209,704753,Licensed,DEL,Bellevue Children's Academy Satellite Campus,9/1/2012,,4258830791,satellite@bcacademy.com,80,4 years to 6 years,48,72,Not Enrolled,14719 NE 29th Place,,,Bellevue,WA,98007,King,Region 2 Northwest,47.6360137,-122.1434572
256570,836401,1014680,Licensed,DEL,BELLEVUE COLLEGE EARLY LEARNING CENTER,9/17/2002,,4255642240,Lisa.Miller@bellevuecollege.edu,180,1 month to 13 years,1,156,Level 3,BLDG Q CHILD CARE CENTER,3000 LANDERHOLM CIRCLE SE,,Bellevue,WA,98007,King,Region 2 Northwest,47.5861849,-122.1467672
134552,912371,628684,Licensed,DEL,Bellevue Montessori - Main/Treehouse,10/22/1990,,4254547439,info@bellmontessori.com,169,2 years 6 months to 6 years,30,72,Level 3,MAIN CAMPUS,2411 112TH AVE NE,,BELLEVUE,WA,98004,King,Region 2 Northwest,47.6322108,-122.1914606
1310186,0,1052668,Licensed,DEL,Bellevue Montessori - Rossano Campus,1/2/2018,6/30/2018,4255028052,info@bellmontessori.com,86,2 years 6 months to 13 years,30,156,Not Enrolled,11033 NE 24th St,,,Bellevue,WA,98004,King,Region 2 Northwest,,
110290,916613,709682,Licensed,DEL,BELLINGHAM CHILDCARE & LEARNING CENTER,7/15/1994,,3606760950,karen@bellinghamchildcare.com,76,1 month to 13 years,1,156,Level 4,2600 SQUALICUM PARKWAY,,,BELLINGHAM,WA,98225,Whatcom,Region 2 Northwest,48.77479,-122.476287
1205230,297577,947718,Licensed,DEL,BENTON FRANKLIN HEAD START,8/31/2017,2/27/2018,5096279640,tristat@bfhs.net,51,3 years to 6 years,36,72,Not Participating,6215 BURDEN BLVD,,,Pasco,WA,99301,Franklin,Region 1 Eastern,46.2713282,-119.1718979
1205232,0,947720,Licensed,DEL,BENTON FRANKLIN HEAD START,8/31/2017,2/27/2018,5098323485,christenay@bfhs.net,0,birth to birth,0,0,Not Participating,313 THIRD ST #B,,,Benton City,WA,99320,Benton,Region 1 Eastern,46.259149,-119.479547
1205236,76167,1018696,Licensed,DEL,BENTON FRANKLIN HEAD START,8/31/2017,2/27/2018,5097351062,stephanis@bfhs.net,34,3 years to 6 years,36,72,Not Participating,1549 GEORGIA AVE SE SUITE B,,,Richland,WA,99352,Benton,Region 1 Eastern,46.2337374,-119.2293009
305759,741889,734683,Licensed,DEL,Bertschi School,4/20/2008,,2064426853,shelbyb@bertschi.org,18,4 years to 5 years,48,60,Not Enrolled,2227 10TH AVE E,,,SEATTLE,WA,98102,King,Region 4 South King Co,47.639247,-122.32045
244520,984546,840705,Licensed,DEL,BEST MEMORIES L,3/2/2001,,3604271334,bestmemories@earthlink.net,25,1 month to 12 years 11 months,1,155,Level 3,SE 111 Arcadia Road,,,Shelton,WA,98584,Mason,Region 3 Southwest,47.1984424,-123.0898994
437941,433008,744719,Licensed,DEL,Bethany Lutheran Church and School,9/15/2009,,3608761300,bethany.lutheran@wavecable.com,40,2 years 6 months to 5 years,30,60,"Participating, not yet rated",151 Tremont Street,,,Port Orchard,WA,98366,Kitsap,Region 3 Southwest,47.526166,-122.648379
182109,956738,666815,Licensed,DEL,BETHEL CHRISTIAN CENTER,3/10/1997,,2538392544,bccfw.daycare@gmail.coom,79,1 month to 12 years,1,144,Level 3,414 SW 312TH ST,,,FEDERAL WAY,WA,98023,King,Region 4 South King Co,47.3224514,-122.3395515
18552,462564,841753,Licensed,DEL,BETHEL CHRISTIAN PRSCH&DC,8/19/1992,,5095347755,daycare@spokanebethelnaz.org,49,12 months to 13 years,12,156,Level 3,1111 S THOR ST,,,SPOKANE,WA,99202,Spokane,Region 1 Eastern,47.645346,-117.359846
1255240,530201,1018794,Licensed,DEL,Bethel Kids Learning Center,10/11/2017,4/9/2018,3607480119,terry@bethel-church.com,134,1 month to 12 years 11 months,1,155,Not Enrolled,132 Kirkland Rd.,,,Chehalis,WA,98532,Lewis,Region 3 Southwest,46.6032696,-122.9032383
618991,892548,1025659,Licensed,DEL,BEYOND THE RAINBOW,8/19/2011,,5095863627,btrdaycare@frontier.com,149,1 month to 13 years,1,156,"Participating, not yet rated",1720 W 4TH AVE,,,Kennewick,WA,99336,Benton,Region 1 Eastern,46.206046,-119.142791
926533,727940,763701,Licensed,DEL,Bibity Bobity A Kids Place LLC,7/1/2015,,3606832311,bibitybobity4@yahoo.com,57,1 month to 13 years,1,156,"Participating, not yet rated",11 Childers Lane,,,Sequim,WA,98382,Clallam,Region 3 Southwest,48.097253,-123.172213
495998,589390,861680,Licensed,DEL,Bilingual Learning Ctr - Edison Street,10/1/2010,,5096190855,bilingctr@yahoo.com,76,1 month to 13 years,1,156,Level 3,1110 North Edison Street,,,Kennewick,WA,99336,Benton,Region 1 Eastern,46.221751,-119.19071
769956,347287,1029685,Licensed,DEL,BILLIES BUSY KIDS CHILD CARE AND PRESCHOOL,10/28/2013,,4253599510,quiringbillie@gmail.com,57,12 months to 13 years,12,156,"Participating, not yet rated",602 W. Stanley St.,,,Granite Falls,WA,98252,Snohomish,Region 2 Northwest,48.0832847,-121.9746518
897194,636948,682684,Licensed,DEL,Birch Tree Academy - Bel Red Campus,1/12/2015,,4252025385,natalie@birchtreeacademy.com,76,12 months to 6 years,12,72,"Participating, not yet rated",1405 134th Ave NE,,,Bellevue,WA,98005,King,Region 2 Northwest,47.622941,-122.162051
1188271,65252,1000716,Licensed,DEL,Birch Tree Academy - Lake Hills Campus,7/25/2017,1/22/2018,4256817406,sherri@birchtreeacademy.com,158,12 months to 6 years,12,72,Not Enrolled,655 156th Ave. SE #200,,,Bellevue,WA,98007,King,Region 2 Northwest,47.6044364,-122.1316284
1089183,946966,1028731,Licensed,DEL,Birth to Five Early Learning Center,11/21/2016,,2538745445,mbarnes@birthtothree.org,79,1 month to 6 years 11 months,1,83,"Participating, not yet rated",4616 45th Ave NE,,,Tacoma,WA,98422,King,Region 3 Southwest,47.2981817,-122.38748
198142,465109,817761,Licensed,DEL,BLOSSOM CHILDCARE & LEARNING CENTER INC,6/1/1998,,3607522699,admin@blossomchildcare.com,127,1 month to 13 years,1,156,Not Enrolled,2945 DOUGLAS AVENUE,,,BELLINGHAM,WA,98225,Whatcom,Region 2 Northwest,48.724299,-122.478563
620966,507760,1018816,Licensed,DEL,Blossoming Hill Montessori,9/6/2011,,2066183041,blossominghill@gmail.com,40,2 years 6 months to 12 years,30,144,Not Enrolled,23855 SE 216th St,,,Maple Valley,WA,98038,King,Region 4 South King Co,47.407654,-122.022426
1095366,953840,910768,Licensed,DEL,Blossoms Early Learning Center,9/14/2016,,5095752885,blossomselc@gmail.com,78,2 years 5 months to 6 years,29,72,"Participating, not yet rated",411 N 4th Street,,,Yakima,WA,98901,Yakima,Region 2 Northwest,46.608965,-120.50434
190302,198046,837818,Licensed,DEL,BLUE SKIES MONTESSORI SCHOOL INC,9/3/1997,,2069389663,bsminc423@aol.com,36,12 months to 6 years 11 months,12,83,Level 3,2808 SW HOLDEN ST,,,Seattle,WA,98126,King,Region 4 South King Co,47.5339142,-122.3688713
1168443,30640,910988,Licensed,DEL,BoBaggins Children's Center LLC,6/1/2017,11/30/2017,3604528939,angelineparrish@yahoo.com,52,2 years 6 months to 13 years,30,156,"Participating, not yet rated",237 W 8th St,,,Port Angeles,WA,98362,Clallam,Region 3 Southwest,48.1146412,-123.4424325
439064,97600,691736,Licensed,DEL,Bonney Lake Montessori,6/25/2009,,2538628599,scooter1313@msn.com,29,2 years 6 months to 5 years,30,60,Not Enrolled,8708 188th Ave E Ste B,,K C German,Bonney Lake,WA,98391,Pierce,Region 3 Southwest,47.1776279,-122.1792329
4994,129753,768657,Licensed,DEL,Bothell Daycare and Preschool,12/20/1994,,4254838844,bothelldaycare@livinghopefmc.com,49,12 months to 13 years,12,156,Level 3,9500 NE 191ST STREET,,,BOTHELL,WA,98011,King,Region 2 Northwest,47.767667,-122.213026
625962,915216,1019686,Licensed,DEL,BOYS & GIRLS CLUB - TRI- TECH,9/1/2011,,5092227312,joy.white@greatclubs.org,24,1 month to 3 years,1,36,Level 4,5929 W METALINE ST,,,Kennewick,WA,99336,Benton,Region 1 Eastern,46.217193,-119.201083
1141232,12898,1048652,Licensed,DEL,BOYS & GIRLS CLUB DISCOVERY PRESCHOOL & NURSERY,5/1/2017,,5095439980,chandra@kidexpert.org,47,12 months to 6 years,12,72,"Participating, not yet rated",2600 N 20TH AVE,,,Pasco,WA,99301,Franklin,Region 1 Eastern,46.2523799,-119.1220523
1286210,87649,1028686,Licensed,DEL,Boys & Girls Club New Horizons Nursery,10/2/2017,3/30/2018,5095439980,chandra@greatclubs.org,12,1 month to 12 months,1,12,"Participating, not yet rated",2020 W Argent,,,Pasco,WA,99301,Franklin,Region 1 Eastern,46.2529198,-119.1308905
288328,337839,879668,Licensed,DEL,BOYS & GIRLS CLUB/DISCOVERY,11/9/2004,,5095439980,jamie@kidexpert.org,30,3 years to 6 years,36,72,Level 3,801 N 18TH AVE,,,PASCO,WA,99301,Franklin,Region 1 Eastern,46.2359566,-119.113446
220887,536191,891685,Licensed,DEL,Boys and Girls Club Ballard,1/15/1999,,2067835775,sroylance@positiveplace.org,135,4 years to 13 years,48,156,Level 3,1767 NW 64TH ST,,,SEATTLE,WA,98107,King,Region 4 South King Co,47.6752658,-122.3807157
220883,265774,765669,Licensed,DEL,Boys and Girls Club Lawton,9/5/1990,,2062834361,lawtonbandgclub@yahoo.com,47,3 years to 11 years,36,132,Level 3,4017 26TH AVE W,,,SEATTLE,WA,98199,King,Region 4 South King Co,47.6567549,-122.390513
237808,22109,715706,Licensed,DEL,BRAITHBURN ACADEMY,8/22/2001,,4257884343,braithburn@frontier.com,58,12 months to 13 years,12,156,"Participating, not yet rated",26410 NE KENNEDY DR,,,DUVALL,WA,98019,King,Region 2 Northwest,47.735984,-121.985042
267626,821380,656728,Licensed,DEL,BREAD OF LIFE CHRISTIAN CHURCH,12/23/2002,,4254517477,bolccispreschool@yahoo.com,24,2 years 6 months to 5 years,30,60,Level 3,1331 118TH AVE SE #150,,,BELLEVUE,WA,98007,King,Region 2 Northwest,47.598791,-122.184266
5306,141146,830698,Licensed,DEL,BRIDLE TRAILS TOYS & TOT,7/21/1992,,4258857971,bts7971@hotmail.com,60,12 months to 13 years,12,156,Not Enrolled,3048 140TH AVE NE,,,BELLEVUE,WA,98005,King,Region 2 Northwest,47.6377915,-122.1536164
658955,157637,869806,Licensed,DEL,Bright Beginnings for Kittitas County,1/13/2012,,5099624200,lirwin@bbfkc.org,56,1 month to 6 years,1,72,Level 4,220 East Helena Ave,,,Ellensburg,WA,98926,Kittitas,Region 2 Northwest,47.013091,-120.544353
903234,657054,1030762,Licensed,DEL,Bright Futures Academy Child Development Center,2/26/2015,,5094999703,brightfuturesacademy@live.com,55,1 month to 13 years,1,156,"Participating, not yet rated",2819 N Argonne Rd,,,Spokane Valley,WA,99212,Spokane,Region 1 Eastern,47.683184,-117.283256
289815,380228,905704,Licensed,DEL,BRIGHT HORIZONS,2/1/2005,,5099422622,jody.johnson@kadlecmed.org,99,1 month to 6 years,1,72,"Participating, not yet rated",950 Swift Blvd,,,Richland,WA,99352,Benton,Region 1 Eastern,46.280879,-119.284314
297180,539152,636654,Licensed,DEL,BRIGHT HORIZONS,11/28/2005,,4256871506,sherri.thatcher@brighthorizons.com,50,1 month to 5 years,1,60,Not Enrolled,1600 Lind Ave SW Ste 150,,,Renton,WA,98057,King,Region 4 South King Co,47.464866,-122.222053
193570,863227,750778,Licensed,DEL,BRIGHT HORIZONS - BELLEVUE,11/10/1997,,4254501303,bell@brighthorizons.com,176,1 month to 6 years,1,72,"Participating, not yet rated",505 106TH AVE NE #100,,,BELLEVUE,WA,98004,King,Region 2 Northwest,47.614763,-122.199769
1234176,77146,976654,Licensed,DEL,BRIGHT HORIZONS - Bellevue at Spring District,8/31/2017,2/27/2018,4254297314,springdistrict@brighthorizons.com,172,1 month to 5 years,1,60,Not Enrolled,"1227 121st PL NE, Suite 1221",,,Bellevue,WA,98005,King,Region 2 Northwest,47.6153713,-122.1788125
231923,130731,668927,Licensed,DEL,BRIGHT HORIZONS - BOTHELL CAMPUS,4/27/2000,,4254151066,both@brighthorizons.com,176,1 month to 13 years,1,156,"Participating, not yet rated",19801 NORTH CREEK PARKWAY,,,BOTHELL,WA,98011,King,Region 2 Northwest,47.771166,-122.187569
481998,377957,830654,Licensed,DEL,BRIGHT HORIZONS - ISSAQUAH,2/3/2010,,4254278538,allison.kinnear@brighthorizons.com,108,1 month to 7 years,1,84,"Participating, not yet rated",35 NE Gilman Blvd,,,Issaquah,WA,98027,King,Region 2 Northwest,47.5375648,-122.0358516
168929,195052,703673,Licensed,DEL,BRIGHT HORIZONS - Kirkland,3/4/1996,,4258271022,kirk@brighthorizons.com,145,1 month to 10 years,1,120,"Participating, not yet rated",BRIGHT HORIZONS KIRKLAND,520 KIRKLAND WAY,,KIRKLAND,WA,98033,King,Region 2 Northwest,47.6763775,-122.1989846
466914,119828,762669,Licensed,DEL,BRIGHT HORIZONS - REDMOND,11/30/2009,,4254526242,Kristina.Frost@brighthorizons.com,222,1 month to 13 years,1,156,"Participating, not yet rated",14860 NE 31ST CIRCLE,,,Redmond,WA,98052,King,Region 2 Northwest,47.637726,-122.1423813
484012,550037,808716,Licensed,DEL,BRIGHT HORIZONS - REDMOND WEST,4/26/2010,,4254526242,Jerrod.Gonzalez@brighthorizons.com,269,1 month to 13 years,1,156,"Participating, not yet rated",14850 NE 31st Circle,,,Redmond,WA,98052,King,Region 2 Northwest,47.637726,-122.1423813
266418,553929,1053685,Licensed,DEL,BRIGHT HORIZONS - THE SUMMIT,11/11/2002,,4256880900,summit@brighthorizons.com,132,2 months to 6 years,2,72,"Participating, not yet rated",355 110 AVE NE,,BLDG A SUITE 200,BELLEVUE,WA,98004,King,Region 2 Northwest,47.6133344,-122.1940229
1060263,942280,831654,Licensed,DEL,Bright Horizons at Building Blocks,6/25/2016,,2539317702,luann.afifi@brighthorizons.com,76,1 month to 6 years,1,72,"Participating, not yet rated",520 15TH ST SW,,,Auburn,WA,98001,King,Region 4 South King Co,47.2953916,-122.2352227
606927,974831,742703,Licensed,DEL,Bright Horizons at Centerpoint,4/12/2011,,2534370030,kent@brighthorizons.com,126,1 month to 8 years 11 months,1,107,"Participating, not yet rated",20809 72nd Ave S. Ste 110,,,Kent,WA,98032,King,Region 4 South King Co,47.416541,-122.245475
182883,178326,1088685,Licensed,DEL,BRIGHT HORIZONS AT EVERETT,1/6/1997,,4254381250,Jacob.Gonzales@brighthorizons.com,208,1 month to 7 years,1,84,"Participating, not yet rated",2929 N Boeing Parimeter Road,,,EVERETT,WA,98204,Snohomish,Region 2 Northwest,47.903982,-122.287539
556949,930308,883666,Licensed,DEL,Bright Horizons at Longacres,11/12/2010,,4257935502,dawn.kim@brighthorizons.com,208,1 month to 7 years 11 months,1,95,"Participating, not yet rated",1900 Oakesdale Ave SW,,,Renton,WA,98057,King,Region 4 South King Co,47.46207,-122.23174
985254,831888,807783,Licensed,DEL,Bright Horizons at Mercer Island,10/29/2015,,2062322035,mercerisland@brighthorizons.com,199,1 month to 6 years 6 months,1,78,Not Enrolled,9555 SE 36th St,,,Mercer Island,WA,98040,King,Region 2 Northwest,47.577133,-122.211504
1258278,77997,1000751,Licensed,DEL,Bright Horizons at Sammamish,9/1/2017,2/27/2018,4253958700,sammamish@brighthorizons.com,182,1 month to 6 years,1,72,Not Enrolled,"22845 SE 1st Place, Suite100",,,Sammamish,WA,98074,King,Region 2 Northwest,47.6076655,-122.0170616
966270,799058,802751,Licensed,DEL,Bright Horizons At Seneca Street,9/14/2015,,2065178600,seneca@brighthorizons.com,172,1 month to 6 years,1,72,Not Enrolled,1002 E Seneca Street,,,Seattle,WA,98122,King,Region 4 South King Co,47.612418,-122.3190783
1130187,44486,1072663,Licensed,DEL,Bright Horizons at Snoqualmie Ridge,5/10/2017,,4253960656,snoqualmie@brighthorizons.com,103,1 month to 6 years,1,72,"Participating, not yet rated",34929 SE Ridge St.,,Suite 100,Snoqualmie,WA,98065,King,Region 2 Northwest,47.5312736,-121.8742167
531959,711881,844749,Licensed,DEL,Bright Horizons At South Lake Union,9/20/2010,,2066820577,slu@brighthorizons.com,246,1 month to 5 years,1,60,"Participating, not yet rated",1275 Mercer ST.,,,Seattle,WA,98109,King,Region 4 South King Co,47.623861,-122.330824
631041,956878,1027723,Licensed,DEL,Bright Horizons at the Highlands,10/12/2011,,4253922866,highlands@brighthorizons.com,161,1 month to 13 years,1,156,"Participating, not yet rated","930 NE High Street, Ste 102",,,Issaquah,WA,98029,King,Region 2 Northwest,47.5447709,-122.0186988
285369,254219,867691,Licensed,DEL,Bright Horizons At University Village,5/15/2006,,2065256291,uvillage@brighthorizons.com,170,1 month to 6 years,1,72,"Participating, not yet rated",2688 NE UNIVERSITY Village ST,,,SEATTLE,WA,98105,King,Region 4 South King Co,47.6632763,-122.2991652
424994,741809,708801,Licensed,DEL,Bright Horizons At West Eighth,8/3/2009,,2066246360,monika.hash@brighthorizons.com,151,1 month to 13 years,1,156,"Participating, not yet rated",2001 8th Avenue,,,Seattle,WA,98121,King,Region 4 South King Co,47.616144,-122.337727
268649,740162,650689,Licensed,DEL,Bright Horizons Fourth And Madison,4/4/2003,,2063819904,fourthandmadison@brighthorizons.com,113,1 month to 5 years,1,60,"Participating, not yet rated",925 4th Ave 200,,,Seattle,WA,98104,King,Region 4 South King Co,47.6057511,-122.332811
293790,451963,835671,Licensed,DEL,Bright Horizons Spring St,8/2/2004,,2066071314,Danielle.Degges@brighthorizons.com,76,1 month to 6 years,1,72,"Participating, not yet rated",1414 SPRING St,,,Seattle,WA,98111,King,Region 4 South King Co,47.6117955,-122.3219653
251449,313603,841684,Licensed,DEL,BRIGHT HORIZONS SUNSET,9/4/2001,,4255640800,sunset@brighthorizons.com,115,1 month to 6 years,1,72,"Participating, not yet rated",13808 SE EASTGATE WAY,,,BELLEVUE,WA,98005,King,Region 2 Northwest,47.581539,-122.15626
519917,741796,805659,Licensed,DEL,Bright Horizons UWCC At Harborview,6/1/2010,,2062806367,Kate.westling@brighthorizons.com,73,1 month to 7 years,1,84,"Participating, not yet rated",601 9th Ave,,,Seattle,WA,98104,King,Region 4 South King Co,47.6055539,-122.3247717
397959,854051,947775,Licensed,DEL,Bright Horizons West Campus,7/2/2008,,4258221688,west@brighthorizons.com,152,1 month to 6 years,1,72,"Participating, not yet rated",3003 Northup Way,,,Bellevue,WA,98004,King,Region 2 Northwest,47.637996,-122.19183
520998,579951,837708,Licensed,DEL,BRIGHT SEEDS ACADEMY - A,8/25/2010,,4258945922,info@brightseedsacademy.com,23,3 years to 6 years,36,72,Not Enrolled,1853 115TH AVE NE,,,Bellevue,WA,98004,King,Region 2 Northwest,47.626955,-122.186948
558912,580314,891736,Licensed,DEL,BRIGHT SEEDS ACADEMY - B,1/7/2011,,4258945922,info@brightseedsacademy.com,22,12 months to 3 years,12,36,Not Enrolled,11409 NE 19TH ST,,,Bellevue,WA,98004,King,Region 2 Northwest,47.626789,-122.187568
326290,134451,972729,Licensed,DEL,BRIGHT STAR KIDS ACADEMY,6/23/2008,,4257422282,brightstarkids1@aol.com,108,12 months to 13 years,12,156,Not Enrolled,31 164TH ST SW,,,BOTHELL,WA,98012,Snohomish,Region 2 Northwest,47.849861,-122.234272
1282260,116279,1024719,Licensed,DEL,BRIGHT STAR KIDS ACADEMY - PICNIC POINT,12/27/2017,6/25/2018,,BRIGHTSTARKIDS1@AOL.COM,128,12 months to 13 years,12,156,Not Enrolled,15212 HWY 99,,,Lynnwood,WA,98037,Snohomish,Region 2 Northwest,47.8602422,-122.2861526
305645,767704,741655,Licensed,DEL,BRIGHT STAR KIDS ACADEMY NEWBERRY,10/2/2006,,4257424191,BrightStarKids1@aol.com,167,1 month to 13 years,1,156,Not Enrolled,16110 ASH WAY,,,LYNNWOOD,WA,98087,Snohomish,Region 2 Northwest,47.852086,-122.260761
279302,166880,798857,Licensed,DEL,BRIGHT STARS EARLY LEARNING CENTER LLC,3/18/2004,,5093253021,brightstarselc@aol.com,51,11 months to 13 years,11,156,"Participating, not yet rated",2703 W NORTHWEST BLVD,,,SPOKANE,WA,99205,Spokane,Region 1 Eastern,47.68588,-117.451199
273638,819182,737657,Licensed,DEL,Bright Water School,9/29/2003,,2066246176,reception@brightwaterwaldorf.org,59,3 years to 6 years,36,72,Not Enrolled,1501 10TH AVE E. STE 100,,,SEATTLE,WA,98102,King,Region 4 South King Co,47.63241,-122.321188
903282,971884,857714,Licensed,DEL,Brighton Montessori,8/12/2015,,4252141362,rremontessori@gmail.com,60,3 years to 13 years,36,156,"Participating, not yet rated",22310 NE Marketplace Drive,,,Redmond,WA,98053,King,Region 2 Northwest,47.6944112,-122.042103
248413,563934,799720,Licensed,DEL,BRIGHTON SCHOOL,5/22/2002,,4256724430,karen.gary@nlcinc.com,150,2 years 6 months to 13 years,30,156,Not Enrolled,21705 58th Ave W,,,Mountlake Terrace,WA,98043,Snohomish,Region 2 Northwest,47.8017592,-122.3103335
936186,832492,1039697,Licensed,DEL,Brightstar Beginning Early Learning Center,7/23/2015,,2062498448,brightstarearlylearning@gmail.com,35,2 years 6 months to 12 years 11 months,30,155,"Participating, not yet rated",20040 INTERNATIONAL BLVD,,,Seatac,WA,98198,King,Region 4 South King Co,47.422633,-122.2962578
1003181,974616,930716,Licensed,DEL,Brooklake Childcare & Learning,2/5/2016,,2535178198,childcare@brooklake.org,56,1 month to 6 years,1,72,"Participating, not yet rated",629 S 356TH ST,,,Federal Way,WA,98003,King,Region 4 South King Co,47.2825602,-122.3253252
